id	Sentença	Posição da palavra alvo	Palavra alvo	Classe	Obra	Autor	Ano	Movimento	tamanho sentença
806	O escravo assim criado pode não ser um amigo, porque enfim é escravo, e portanto um oprimido pela prepotência do senhor ainda mesmo bom; é, porém, em regra, um homem agradecido, que esquece o forçado aviltamento da sua condição pela lembrança inteligente dos benefícios recebidos.	3	criado	criado	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	53
806	O escravo assim criado pode não ser um amigo, porque enfim é escravo, e portanto um oprimido pela prepotência do senhor ainda mesmo bom; é, porém, em regra, um homem agradecido, que esquece o forçado aviltamento da sua condição pela lembrança inteligente dos benefícios recebidos.	1	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	53
806	O escravo assim criado pode não ser um amigo, porque enfim é escravo, e portanto um oprimido pela prepotência do senhor ainda mesmo bom; é, porém, em regra, um homem agradecido, que esquece o forçado aviltamento da sua condição pela lembrança inteligente dos benefícios recebidos.	13	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	53
806	O escravo assim criado pode não ser um amigo, porque enfim é escravo, e portanto um oprimido pela prepotência do senhor ainda mesmo bom; é, porém, em regra, um homem agradecido, que esquece o forçado aviltamento da sua condição pela lembrança inteligente dos benefícios recebidos.	22	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	53
807	Mas o amor cego que não educa o escravo simpático ou preferido, que o abandona aos instintos, aos sentimentos baixos, às inspirações malévolas da escravidão, que é água encharcada e foco de miasmas, que o aquece ou o cria por traiçoeira, mal pensada compaixão na ociosidade, que é a placenta de todos os vícios, alimenta, aquece, fortifica um desgraçado que é sempre ingrato por ser escravo, e às vezes inimigo pela reação do oprimido.	8	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	86
807	Mas o amor cego que não educa o escravo simpático ou preferido, que o abandona aos instintos, aos sentimentos baixos, às inspirações malévolas da escravidão, que é água encharcada e foco de miasmas, que o aquece ou o cria por traiçoeira, mal pensada compaixão na ociosidade, que é a placenta de todos os vícios, alimenta, aquece, fortifica um desgraçado que é sempre ingrato por ser escravo, e às vezes inimigo pela reação do oprimido.	75	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	86
808	Se estas observações desanimassem a caridade dos senhores para com os crioulos que em casa lhes nascem e se criam, fariam morrer uma virtude, agravando ainda mais o perigo que correm os senhores, e os sofrimentos que experimentam os escravos.	11	crioulos	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	44
808	Se estas observações desanimassem a caridade dos senhores para com os crioulos que em casa lhes nascem e se criam, fariam morrer uma virtude, agravando ainda mais o perigo que correm os senhores, e os sofrimentos que experimentam os escravos.	42	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	44
809	Os crioulos são muito mais inteligentes e maliciosos que os negros da África; e, desprezados e flagelados pelo trato áspero da escravidão, que faz do homem instrumento material do trabalho, e irmão da besta de carga, tornam-se inimigos ferozes; e se chega a oportunidade da vingança, ostentam na ferocidade verdadeiro e delirante luxo de malvadeza.	10	negros	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	63
809	Os crioulos são muito mais inteligentes e maliciosos que os negros da África; e, desprezados e flagelados pelo trato áspero da escravidão, que faz do homem instrumento material do trabalho, e irmão da besta de carga, tornam-se inimigos ferozes; e se chega a oportunidade da vingança, ostentam na ferocidade verdadeiro e delirante luxo de malvadeza.	1	crioulos	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	63
810	O escravo africano mata o senhor, e se afasta do cadáver: o escravo crioulo, antes de matar, atormenta e ri das agonias do senhor, e depois de matar insulta e esquarteja o cadáver.	15	crioulo	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	39
810	O escravo africano mata o senhor, e se afasta do cadáver: o escravo crioulo, antes de matar, atormenta e ri das agonias do senhor, e depois de matar insulta e esquarteja o cadáver.	1	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	39
810	O escravo africano mata o senhor, e se afasta do cadáver: o escravo crioulo, antes de matar, atormenta e ri das agonias do senhor, e depois de matar insulta e esquarteja o cadáver.	14	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	39
810	O escravo africano mata o senhor, e se afasta do cadáver: o escravo crioulo, antes de matar, atormenta e ri das agonias do senhor, e depois de matar insulta e esquarteja o cadáver.	5	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	39
810	O escravo africano mata o senhor, e se afasta do cadáver: o escravo crioulo, antes de matar, atormenta e ri das agonias do senhor, e depois de matar insulta e esquarteja o cadáver.	27	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	39
816	já de pazes facilmente feitas com o vendelhão, conversou tranqüilamente com este sobre a sua situação e mostrou-se consolado do cativeiro em que ficara pela bondade extrema de sua senhora.	30	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	32
817	Ninguém dissimula melhor do que o escravo: sua condição sempre passiva, a obrigação da obediência sem limite e sem reflexão, o temor do castigo, a necessidade de esconder o ressentimento para não excitar a cólera ameaçadora do senhor, o hábito da mentira, enfim, fazem do escravo o tipo da dissimulação.	6	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	58
817	Ninguém dissimula melhor do que o escravo: sua condição sempre passiva, a obrigação da obediência sem limite e sem reflexão, o temor do castigo, a necessidade de esconder o ressentimento para não excitar a cólera ameaçadora do senhor, o hábito da mentira, enfim, fazem do escravo o tipo da dissimulação.	52	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	58
817	Ninguém dissimula melhor do que o escravo: sua condição sempre passiva, a obrigação da obediência sem limite e sem reflexão, o temor do castigo, a necessidade de esconder o ressentimento para não excitar a cólera ameaçadora do senhor, o hábito da mentira, enfim, fazem do escravo o tipo da dissimulação.	41	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	58
818	O coração do escravo é escuro, tenebroso como noite de tempestade: é abismo profundo e sem luz coberto pela crosta da tristeza íntima e da desconfiança perpétua.	3	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	30
819	Muitas vezes o escravo ri, tendo o seio ulcerado e a alma em pranto.	3	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	16
829	– Não faço conta de amizade de negro – observou o Barbudo.	7	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	13
833	mas fingiu ignorá-lo em atenção à amizade que sua sogra e sua mulher tinham ao crioulo.	15	crioulo	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	17
839	– Creio que ele se mostra agora mais ajuizado – tornou a senhora.	12	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	14
842	Serviu muito ao senhor na moléstia fatal...	3	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	8
851	Ele é, com perdão senhoras, um escravo desmoralizado, e talvez seja por exceção ou milagre um liberto de bons costumes.	8	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	24
866	E as duas senhoras, a mãe e a filha, se olharam satisfeitas, prelibando a alegria e a festa do seu crioulo estimado.	23	crioulo	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	26
867	Enquanto elas estavam assim ocupando-se tão generosamente de Simeão, em que estaria pensando esse escravo que ia ser emancipado?	15	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	21
868	Estava ainda pensando com alma de escravo que não sonhava com a liberdade no dia seguinte.	6	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	17
870	Não há escravo a quem a certeza da alforria próxima não inspire sentimentos generosos, não desarme os instintos ferozes da escravidão.	2	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	23
871	Mas Simeão, o escravo, nem se lembrava do aniversário natalício, que só é de festa para o homem livre, que sorri à vida, porque é livre; não podia esperar e menos contar com a liberdade esclarecida pelo sol que ia surgir do oriente.	4	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	50
872	E, escravo ingrato e perverso, maquinava um crime horrível, inspirado pelo demônio da fatal condição depravadora.	2	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	20
874	Não há quem tenha um escravo ao pé de si, que não tenha ao pé de si um natural inimigo.	5	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	22
877	Os escravos têm no domingo o seu dia de arremedo da liberdade; de manhã saem a vender o que têm colhido de suas pobres roças e o que têm furtado das roças do senhor; à noite vão aos fados e aos deboches da venda.	1	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	47
877	Os escravos têm no domingo o seu dia de arremedo da liberdade; de manhã saem a vender o que têm colhido de suas pobres roças e o que têm furtado das roças do senhor; à noite vão aos fados e aos deboches da venda.	34	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	47
878	Nunca em parte alguma do mundo houve senhores mais humanos complacentes do que no Brasil, onde são raros aqueles que nos domingos contêm presos no horizonte da fazenda os seus escravos;	31	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	33
885	A disposição das senzalas dos escravos assegurava pronto mas nem sempre seguro socorro;	5	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	14
886	porque só a imprudência pode confiar no auxílio leal e dedicado da escravatura que vive opressa, e a quem naturalmente pouco importa a sorte do senhor.	26	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	28
889	Sem dúvida, por esta consideração Domingos Caetano tinha adotado o costume de fazer dormir fora da casa da família ainda mesmo os escravos e escravas do serviço doméstico.	23	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	30
889	Sem dúvida, por esta consideração Domingos Caetano tinha adotado o costume de fazer dormir fora da casa da família ainda mesmo os escravos e escravas do serviço doméstico.	25	escravas	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	30
891	No interior da casa, e só por exceção, dormiam duas escravas, uma já idosa e que acompanhara Angélica desde menina, tornando-se por isso objeto de sua estima, e Eufêmia, filha dessa mesma escrava e mucama de Florinda.	38	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	44
891	No interior da casa, e só por exceção, dormiam duas escravas, uma já idosa e que acompanhara Angélica desde menina, tornando-se por isso objeto de sua estima, e Eufêmia, filha dessa mesma escrava e mucama de Florinda.	12	escravas	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	44
898	todos os escravos; mas também respeitou a exceção que achara estabelecida.	2	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	13
899	Às nove horas da noite do domingo os escravos do serviço doméstico retiraram-se; Hermano fechou e trancou todas as portas e janelas, foi dormir tranqüilo e sem cuidados.	8	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	31
901	Mas... dentro dela havia ainda escravos.	6	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	8
911	Saltaram logo para dentro quatro homens; o Barbudo, que trazia es- pingarda e uma grande faca, dois escravos da fazenda seduzidos por Si- meão, e este desprendendo ameaçadores machados.	20	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	34
918	Chegados à sala de jantar o crioulo mostrou ao lado direito a porta do aposento de Hermano e de Florinda; dois dos perversos, o Barbudo e um dos negros colocaram-se aos lados dessa porta: o outro negro recebeu a lanterna e seguiu a Simeão que avançou para a frente e entrou no quarto de dormir de sua senhora.	39	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	62
918	Chegados à sala de jantar o crioulo mostrou ao lado direito a porta do aposento de Hermano e de Florinda; dois dos perversos, o Barbudo e um dos negros colocaram-se aos lados dessa porta: o outro negro recebeu a lanterna e seguiu a Simeão que avançou para a frente e entrou no quarto de dormir de sua senhora.	30	negros	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	62
918	Chegados à sala de jantar o crioulo mostrou ao lado direito a porta do aposento de Hermano e de Florinda; dois dos perversos, o Barbudo e um dos negros colocaram-se aos lados dessa porta: o outro negro recebeu a lanterna e seguiu a Simeão que avançou para a frente e entrou no quarto de dormir de sua senhora.	6	crioulo	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	62
918	Chegados à sala de jantar o crioulo mostrou ao lado direito a porta do aposento de Hermano e de Florinda; dois dos perversos, o Barbudo e um dos negros colocaram-se aos lados dessa porta: o outro negro recebeu a lanterna e seguiu a Simeão que avançou para a frente e entrou no quarto de dormir de sua senhora.	60	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	62
919	Angélica dormia profundamente, e diante dela em uma esteira ressonava a sua escrava estimada, a mãe de Eufêmia.	13	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	21
922	mas ao ruído do golpe a velha escrava despertando assombrada, e vendo a cena atroz, soltou um grito pavoroso: – Simeão!	7	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	25
923	O negro da lanterna deu tão forte pontapé no estômago da velha escrava que a estirou no chão sem sentidos.	1	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	21
923	O negro da lanterna deu tão forte pontapé no estômago da velha escrava que a estirou no chão sem sentidos.	12	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	21
933	Mas aos gritos de Florinda, e ao tiro que a matara e ao marido acordou o feitor da fazenda que tocou a rebate, chamando os escravos, que nem todos ausentes, e muitos dos presentes alheios ao atentado, acudiram trazendo por armas foices e machados.	27	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	50
934	Simeão, esquecendo o golpe que recebera, e o sangue que do ombro lhe corria, deixou um dos negros na sala onde estavam os dois cadáveres e com o Barbudo e o outro negro que levava a lanterna, voltou ao quarto da senhora assassinada, arrombou facilmente a gaveta da velha mesa, e apoderando-se de uma grossa chave, foi ao fundo do quarto, arrancou precipitado uma cortina de chita que cobria pequena parte da parede e mostrando em grande vão que havia nesta uma caixa de jacarandá chapeada de ferro, abriu rápido duas fechaduras, e escancarou a caixa que estava cheia de pequenos sacos contendo moedas de ouro e prata.	35	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	119
934	Simeão, esquecendo o golpe que recebera, e o sangue que do ombro lhe corria, deixou um dos negros na sala onde estavam os dois cadáveres e com o Barbudo e o outro negro que levava a lanterna, voltou ao quarto da senhora assassinada, arrombou facilmente a gaveta da velha mesa, e apoderando-se de uma grossa chave, foi ao fundo do quarto, arrancou precipitado uma cortina de chita que cobria pequena parte da parede e mostrando em grande vão que havia nesta uma caixa de jacarandá chapeada de ferro, abriu rápido duas fechaduras, e escancarou a caixa que estava cheia de pequenos sacos contendo moedas de ouro e prata.	20	negros	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	119
934	Simeão, esquecendo o golpe que recebera, e o sangue que do ombro lhe corria, deixou um dos negros na sala onde estavam os dois cadáveres e com o Barbudo e o outro negro que levava a lanterna, voltou ao quarto da senhora assassinada, arrombou facilmente a gaveta da velha mesa, e apoderando-se de uma grossa chave, foi ao fundo do quarto, arrancou precipitado uma cortina de chita que cobria pequena parte da parede e mostrando em grande vão que havia nesta uma caixa de jacarandá chapeada de ferro, abriu rápido duas fechaduras, e escancarou a caixa que estava cheia de pequenos sacos contendo moedas de ouro e prata.	45	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	119
935	Os três ladrões lançaram-se ao tesouro: ao ruído da colheita dos despojos correu o outro escravo que ficara na sala; imediatamente porém rompeu a vozeria e o estrépito do combate ao pé da casa.	16	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	37
944	A lei de exceção matou o escravo e deixou com vida o Barbudo tão celerado como ele, ou, se é possível, mais celerado que ele.	6	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	29
947	É imoral a exceção da lei na regra mortífera contra o escravo;	11	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	13
948	porque e uma iniqüidade de mais imposta embora pela necessidade de aterrar os escravos, necessidade que manifesta as aberrações de todas as noções do direito e da justiça, a que a existência da escravidão obriga a sociedade, a quem castiga, e de quem se vinga, corrompendo-a.	13	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	52
952	Pois eu vos digo que Simeão, se não fosse escravo, poderia não ter sido nem ingrato, nem perverso.	10	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	22
955	Entre os escravos a ingratidão e a perversidade fazem a regra; e o que não é ingrato nem perverso entra apenas na exceção.	2	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	25
959	A escravidão multiplica os Simeão nas casas e fazendas onde há escravos.	11	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	13
964	Há só uma forca que vos pode livrar dos escravos ingratos e perversos, dos inimigos que vos cercam em vossas casas.	9	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	23
978	E que os perseguisse zelosa e veemente, a autoridade pública não poderá acabar com os feiticeiros, nem porá termo ao feitiço, enquanto houverem no Brasil escravos, e ainda além da emancipação destes, os restos e os vestígios dos últimos africanos, a quem roubamos a liberdade, os restos e os vestígios da última geração escrava de quem hão de conservar muitos dos vícios aqueles que conviveram com ela em intimidade depravadora.	28	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	78
978	E que os perseguisse zelosa e veemente, a autoridade pública não poderá acabar com os feiticeiros, nem porá termo ao feitiço, enquanto houverem no Brasil escravos, e ainda além da emancipação destes, os restos e os vestígios dos últimos africanos, a quem roubamos a liberdade, os restos e os vestígios da última geração escrava de quem hão de conservar muitos dos vícios aqueles que conviveram com ela em intimidade depravadora.	60	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	78
980	Ainda nisto o escravo africano, sem o pensar, vinga-se da violência tremenda da escravidão.	3	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	17
982	O escravo africano é o rei do feitiço.	1	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	9
984	Nessa importação inqualificável e forçada do homem, a prepotência do importador que vendeu e do comprador que tomou e pagou o escravo, pôde pela força que não é direito, reduzir o homem a coisa, a objeto material de propriedade, a instrumento de trabalho;	22	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	49
986	Nunca houve comprador de africano importado, que pensasse um momento sobre a alma do escravo: comprara-lhe os braços, o corpo para o trabalho; esquecera-lhe a alma; também se a tivesse conscienciosamente lembrado, não compraria o homem, seu irmão diante de Deus.	15	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	49
987	Mas o africano vendido, escravo pelo corpo, livre sempre pela alma, de que não se cuidou, que não se esclareceu, em que não se fez acender a luz da religião única verdadeira, conservou puros e ilesos os costumes, seus erros, seus prejuízos selvagens, e inoculou-os	5	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	54
995	E assim o negro d’África, reduzido à ignomínia da escravidão, malfez logo e naturalmente a sociedade opressora, viciando-a, aviltando-a pondo-a também um pouco asselvajada, como ele.	3	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	32
996	O negro d’África africanizou quanto pôde e quanto era possível todas as colônias e todos os países, onde a força o arrastou condenado aos horrores da escravidão.	1	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	29
997	No Brasil a gente livre mais rude nega, como o faz a civilizada, a mão e o tratamento fraternal ao escravo;	22	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	24
1002	uma casa solitária; o sacerdote é um africano escravo, ou algum digno descendente e discípulo seu, embora livre ou liberto, e nunca falta a sacerdotisa da sua igualha; o culto é de noite à luz das candeias ou do braseiro; as cerimônias e os mistérios de incalculável variedade, conforme a imaginação mais ou menos assanhada dos embusteiros.	9	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	65
1003	Pessoas livres e escravas acodem à noite e à hora aprazada ao casebre sinistro; uns vão curar-se do feitiço, de que se supõem afetados, outros viu iniciar-se ou procurar encantados meios para fazer o mal que desejam ou conseguir o favor que aspiram.	3	escravas	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	47
1004	Soam os grosseiros instrumentos que lembram as festas selvagens do índio do Brasil e do negro d’África; vêem-se talismãs rústicos, símbolos ridículos; ornamentam-se o sacerdote e a sacerdotisa com penachos e adornos emblemáticos e de vivas cores; prepara-se ao fogo, ou na velha imunda mesa, beberagem desconhecida, infusão de raízes enjoativas e quase sempre ou algumas vezes esquálida;	15	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	66
1007	Referve a dança que se propaga: saracoteia a obscena negra e o sócio, interrompendo o seu bailar violento, leva a cuia ou o vaso que contêm a beberagem a todos os circunstantes, dizendo-lhes:	10	negra	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	38
1013	Não são somente escravos que concorrem a essas turvas, insensatas e peçonhentas solenidades da feitiçaria: há gente livre, simples, crédula, supersticiosa que se escraviza às práticas do feitiço, e vai aos fatais candombes sacrificar seu brio, sua moralidade, e sua saúde, além do dinheiro que às mãos cheias entrega ao feiticeiro-mestre.	3	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	61
1015	Desse culto grotesco, esquálido da feitiçaria sai o gérmen da desmoralização de muitas famílias, cujos chefes por superstição e fraqueza são cativos de um escravo, deixando-se dominar pelo grande feiticeiro.	26	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	34
1017	Sai dele a conspiração assassina de escravos que levam a desolação a senzalas de parceiros e às casas dos senhores.	6	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	21
1018	Saem dele o contágio da superstição, que é um flagelo, a aniquilação do brio, que é a ruína dos costumes e das noções do dever, a religião do mal, e o recurso ao poder de uma entidade falsa, mas perversa, que é a fonte aberta de confianças loucas, e de crimes encorajados por uma espécie de fanatismo selvagem, que por isso mesmo se torna mais tremendo e fatal, Essa prática da feitiçaria organizada, instituída com cerimônias e mistérios, embora repugnantes e ignóbeis, é uma peste que nos veio com os escravos d’África, que desmoraliza, e mata muito mais do que se pensa, e que há de resistir invencível a todas as repressões, enquanto houver escravos no Brasil, e ainda depois da emancipação dos escravos, enquanto a luz sagrada da liberdade não destruir todas as sombras, todos os vestígios negros da escravidão que nos trouxe da África as superstições, os erros, as misérias, e as torpidades da selvatiqueza.	158	negros	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	181
1018	Saem dele o contágio da superstição, que é um flagelo, a aniquilação do brio, que é a ruína dos costumes e das noções do dever, a religião do mal, e o recurso ao poder de uma entidade falsa, mas perversa, que é a fonte aberta de confianças loucas, e de crimes encorajados por uma espécie de fanatismo selvagem, que por isso mesmo se torna mais tremendo e fatal, Essa prática da feitiçaria organizada, instituída com cerimônias e mistérios, embora repugnantes e ignóbeis, é uma peste que nos veio com os escravos d’África, que desmoraliza, e mata muito mais do que se pensa, e que há de resistir invencível a todas as repressões, enquanto houver escravos no Brasil, e ainda depois da emancipação dos escravos, enquanto a luz sagrada da liberdade não destruir todas as sombras, todos os vestígios negros da escravidão que nos trouxe da África as superstições, os erros, as misérias, e as torpidades da selvatiqueza.	103	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	181
1018	Saem dele o contágio da superstição, que é um flagelo, a aniquilação do brio, que é a ruína dos costumes e das noções do dever, a religião do mal, e o recurso ao poder de uma entidade falsa, mas perversa, que é a fonte aberta de confianças loucas, e de crimes encorajados por uma espécie de fanatismo selvagem, que por isso mesmo se torna mais tremendo e fatal, Essa prática da feitiçaria organizada, instituída com cerimônias e mistérios, embora repugnantes e ignóbeis, é uma peste que nos veio com os escravos d’África, que desmoraliza, e mata muito mais do que se pensa, e que há de resistir invencível a todas as repressões, enquanto houver escravos no Brasil, e ainda depois da emancipação dos escravos, enquanto a luz sagrada da liberdade não destruir todas as sombras, todos os vestígios negros da escravidão que nos trouxe da África as superstições, os erros, as misérias, e as torpidades da selvatiqueza.	131	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	181
1018	Saem dele o contágio da superstição, que é um flagelo, a aniquilação do brio, que é a ruína dos costumes e das noções do dever, a religião do mal, e o recurso ao poder de uma entidade falsa, mas perversa, que é a fonte aberta de confianças loucas, e de crimes encorajados por uma espécie de fanatismo selvagem, que por isso mesmo se torna mais tremendo e fatal, Essa prática da feitiçaria organizada, instituída com cerimônias e mistérios, embora repugnantes e ignóbeis, é uma peste que nos veio com os escravos d’África, que desmoraliza, e mata muito mais do que se pensa, e que há de resistir invencível a todas as repressões, enquanto houver escravos no Brasil, e ainda depois da emancipação dos escravos, enquanto a luz sagrada da liberdade não destruir todas as sombras, todos os vestígios negros da escravidão que nos trouxe da África as superstições, os erros, as misérias, e as torpidades da selvatiqueza.	141	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	181
1022	Mas em muitas fazendas há dissimulado, sinistro, fatal o negro feiticeiro.	11	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	14
1023	E o negro feiticeiro é um perigo real de todos os dias.	2	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	13
1024	Os outros escravos, se o conhecem, o temem; procuram torná-lo amigo com bajulações, presentes, serviços e obrigada submissão:	2	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	24
1026	Em regra que poucas exceções concede, o negro escravo acredita no poder do feiticeiro, como o velho muçulmano no alcorão de Maomé.	8	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	25
1026	Em regra que poucas exceções concede, o negro escravo acredita no poder do feiticeiro, como o velho muçulmano no alcorão de Maomé.	9	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	25
1027	E o senhor não está a coberto da ação perversa desse tremendo ou insensato charlatão que se chama feiticeiro.	2	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	20
1030	Mas que é na realidade o negro escravo feiticeiro?	6	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	10
1030	Mas que é na realidade o negro escravo feiticeiro?	7	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	10
