id	Sentença	Janela	Posição da palavra alvo	Palavra alvo	Classe	Obra	Autor	Ano	Movimento	tamanho janela
2397	— Bravo, senhor Martinho; confio absolutamente em sua perícia e habilidade.	— Bravo , senhor Martinho ; confio	3	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2399	— E depois comunico tudo isso ao chefe de policia, declaro-lhe que nada mais tenho com esse negócio, passo a procuração a qualquer meirinho, ou capitão-do-mato, que se queira encarregar dessa diligência, e em ato contínuo escrevo ao senhor da escrava comunicando-lhe o meu engano, com o que ele por certo desistirá de procurá-la mais por aqui, e levará a outras partes as suas pesquisas.	ao senhor da escrava comunicando-lhe o meu	45	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2399	— E depois comunico tudo isso ao chefe de policia, declaro-lhe que nada mais tenho com esse negócio, passo a procuração a qualquer meirinho, ou capitão-do-mato, que se queira encarregar dessa diligência, e em ato contínuo escrevo ao senhor da escrava comunicando-lhe o meu engano, com o que ele por certo desistirá de procurá-la mais por aqui, e levará a outras partes as suas pesquisas.	contínuo escrevo ao senhor da escrava comunicando-lhe	43	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2422	Enquanto Leôncio, persuadido que a sua escrava não se acha aqui no Recife, a procura por todo esse mundo, ela fica aqui tranqüilamente à minha sombra, livre das perseguições e dos maus-tratos de um bárbaro senhor;	que a sua escrava não se acha	7	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2440	Eu não dou couto, nem capeio a uma escrava: protejo um anjo, e amparo uma vítima inocente contra a sanha de um algoz.	capeio a uma escrava : protejo um	9	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2447	De bom grado, se lhe fosse possível, teria entregado Isaura a seu senhor somente para livrar Álvaro daquela terrível tentação, que o ia precipitando na senda das mais ridículas extravagâncias.	Isaura a seu senhor somente para livrar	14	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2480	— Era um triste amor na verdade, um amor de escrava, um amor sem sorriso nem esperança.	um amor de escrava , um amor	11	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2481	Mas a ventura de ser amada pelo senhor era uma idéia tão consoladora para mim!	ser amada pelo senhor era uma idéia	7	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2484	Perdoe, meu senhor, perdoe à escrava infeliz, que teve a louca ousadia de amá-lo.	, perdoe à escrava infeliz , que	7	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2484	Perdoe, meu senhor, perdoe à escrava infeliz, que teve a louca ousadia de amá-lo.	Perdoe , meu senhor , perdoe à	3	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2488	— Ama-me, e é essa idéia, que ainda mais me mortifica! de que nos serve esse amor, se nem ao menos posso ter a fortuna de ser sua escrava, e devo sem remédio morrer entre as mãos de meu algoz.. — Nunca, Isaura! — exclamou Álvaro com exaltação: — minha fortuna, minha tranqüilidade, minha vida, tudo sacrificarei para libertar-te do jugo desse vil tirano.	de ser sua escrava , e devo	32	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2492	não vá sacrificar-se por uma pobre escrava, que não merece tais excessos.	por uma pobre escrava , que não	6	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2493	Abandone-me à minha sina fatal; já não é pouca felicidade para mim ter merecido o amor de um cavalheiro tão nobre e tão amável, como o senhor; esta lembrança me servirá de alento e consolação em minha desgraça.	, como o senhor ; esta lembrança	28	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2494	Não posso, porém, consentir que o senhor avilte o seu nome e a sua reputação, amando com tal extremo a uma escrava.	consentir que o senhor avilte o seu	8	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2500	Álvaro, não obstante ficar sabendo, depois da noite do baile, que Isaura era uma simples escrava, nem por isso deixou de tratá-la daí em diante com o mesmo respeito, deferência e delicadeza, como a uma donzela da mais distinta jerarquia social.	era uma simples escrava , nem por	18	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2523	— Sim, senhor; não ponho a menor dúvida, pois o que pretendo não é nenhum mistério.	— Sim , senhor ; não ponho	3	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2524	Constando-me com certeza, que aqui se acha acoutada uma escrava fugida, por nome Isaura, venho apreendê-la...	acha acoutada uma escrava fugida , por	10	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2528	pois saiba também que eu sou Leôncio, o legítimo senhor dessa escrava.	, o legítimo senhor dessa escrava .	10	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2554	Tenho a informar-lhe, senhor Leôncio, — respondeu-lhe o chefe — que haverá talvez pouco mais de duas horas que daqui saiu uma pessoa autorizada por V. S.a para o mesmo fim de apreender essa escrava, e ainda há pouco aqui chegou de volta declarando que tinha-se enganado, e que acabava de reconhecer que a pessoa, de quem desconfiava, não é e nem pode ser a escrava que fugiu a V. S.a.	de apreender essa escrava , e ainda	36	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2554	Tenho a informar-lhe, senhor Leôncio, — respondeu-lhe o chefe — que haverá talvez pouco mais de duas horas que daqui saiu uma pessoa autorizada por V. S.a para o mesmo fim de apreender essa escrava, e ainda há pouco aqui chegou de volta declarando que tinha-se enganado, e que acabava de reconhecer que a pessoa, de quem desconfiava, não é e nem pode ser a escrava que fugiu a V. S.a.	pode ser a escrava que fugiu a	71	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2554	Tenho a informar-lhe, senhor Leôncio, — respondeu-lhe o chefe — que haverá talvez pouco mais de duas horas que daqui saiu uma pessoa autorizada por V. S.a para o mesmo fim de apreender essa escrava, e ainda há pouco aqui chegou de volta declarando que tinha-se enganado, e que acabava de reconhecer que a pessoa, de quem desconfiava, não é e nem pode ser a escrava que fugiu a V. S.a.	a informar-lhe , senhor Leôncio , —	4	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2574	O seu antagonista ali estava armado de seu incontestável direito para humilhá-lo, esmagá-lo, e o que mais é, despedaçar-lhe a alma, roubando-lhe a amante adorada, o ídolo de seu coração, que ia-lhe ser arrancada dos braços para ser prostituída ao amor brutal de um senhor devasso, se não sacrificada ao seu furor.	brutal de um senhor devasso , se	50	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2582	— Sei que há muito tempo, — disse Leôncio, continuando o diálogo que deixamos interrompido no capítulo antecedente, — V. S. retêm essa escrava em seu poder contra toda a justiça, iludindo as autoridades com falsas alegações, que nunca poderá provar.	S. retêm essa escrava em seu poder	26	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2585	Protegi e protejo francamente uma escrava contra as violências de um senhor, que quer tornar-se seu algoz;	protejo francamente uma escrava contra as violências	5	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2585	Protegi e protejo francamente uma escrava contra as violências de um senhor, que quer tornar-se seu algoz;	violências de um senhor , que quer	11	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2588	agora é que sei que qualquer aí pode subtrair um escravo ao domínio de seu senhor a pretexto de protegê-lo, e que cada qual tem o direito de velar sobre o modo por que são tratados os escravos alheios.	pode subtrair um escravo ao domínio de	10	escravo	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2588	agora é que sei que qualquer aí pode subtrair um escravo ao domínio de seu senhor a pretexto de protegê-lo, e que cada qual tem o direito de velar sobre o modo por que são tratados os escravos alheios.	domínio de seu senhor a pretexto de	15	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2592	Confesso-lhe que desejo muito a liberdade dessa escrava, tanto quanto desejo a minha felicidade, e estou disposto a fazer todos os sacrifícios possíveis para consegui-la.	a liberdade dessa escrava , tanto quanto	7	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2605	V. S. mancha a sua vida com uma nódoa indelével conservando na escravidão essa mulher; cospe o desrespeito e a injúria sobre o túmulo de sua santa mãe, que criou com tanta delicadeza, educou com tanto esmero essa escrava, para torná-la digna da liberdade que pretendia dar-lhe, e não para satisfazer aos caprichos de V. S.a.	tanto esmero essa escrava , para torná-la	41	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2607	— Basta, senhor! agora fico também sabendo, que uma escrava, só pelo fato de ser bonita e prendada, tem direitos à liberdade.	, que uma escrava , só pelo	12	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2607	— Basta, senhor! agora fico também sabendo, que uma escrava, só pelo fato de ser bonita e prendada, tem direitos à liberdade.	— Basta , senhor ! agora fico	3	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2610	Senhor Álvaro, se deseja ter alguma linda escrava para sua amásia procure outra, compre-a, que a respeito desta, pode perder toda a esperança.	ter alguma linda escrava para sua amásia	8	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2613	— Basta, senhor; deixemo-nos de vás disputas, e nem eu vim aqui para ser catequizado por V. S..	— Basta , senhor ; deixemo-nos de	3	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2614	O que quero é a entrega da escrava e nada mais.	a entrega da escrava e nada mais	7	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2630	— Aqui estou, senhor! — foram as únicas palavras que pronunciou apresentando-se de braços cruzados diante de seu senhor.	Aqui estou , senhor ! — foram	4	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2649	— Meu caro senhor Álvaro, — veio logo dizendo sem mais preâmbulos, — está tudo arranjado à medida de nossos desejos.	— Meu caro senhor Álvaro , —	3	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2659	— Basta, senhor Martinho, — disse-lhe com mau humor; — o negócio está arranjado; não preciso mais de seus serviços.	— Basta , senhor Martinho , —	3	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2699	uma rapariga tão boa e tão mimosa, tratada como uma negra da cozinha!	tratada como uma negra da cozinha !	11	negra	negro	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2742	Leôncio, portanto, não só encarcerava com todo o rigor a sua escrava, como também armou todos os seus escravos, que daí em diante distraídos quase completamente dos trabalhos da lavoura, viviam em alerta dia e noite como soldados de guarnição a uma fortaleza.	todos os seus escravos , que daí	21	escravos	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2742	Leôncio, portanto, não só encarcerava com todo o rigor a sua escrava, como também armou todos os seus escravos, que daí em diante distraídos quase completamente dos trabalhos da lavoura, viviam em alerta dia e noite como soldados de guarnição a uma fortaleza.	rigor a sua escrava , como também	13	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2748	Portanto tratou de meditar novos planos, não só para recalcar debaixo dos pés o que ele chamava o orgulho da escrava, como de frustrar e escarnecer completamente as vistas generosas de Álvaro, tomando assim de ambos a mais cabal vingança.	o orgulho da escrava , como de	21	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2756	Inventou mil outras coisas, e por fim fez Malvina acreditar que Isaura fugira de casa seduzida por um galã, que há muito tempo a requestava, sem que eles o soubessem; que fora este quem fornecera ao pai dela os meios de alforriá-la, e que, não o podendo conseguir, combinaram de mãos dadas e efetuaram o plano de rapto; que chegando ao Recife, um moço que tanto tinha de rico, como de extravagante e desmiolado, enamorando-se dela a tomara a seu primeiro amante; que Isaura com seus artifícios, dando-se por uma senhora livre o tinha enleado e iludido por tal forma, que o pobre moço estava a ponto de casar-se com ela, e mesmo depois de saber que era cativa não queria largá-la, e praticando mil escândalos e disparates estava disposto a tudo para alforriá-la.	dando-se por uma senhora livre o tinha	103	senhora	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2761	Malvina começou a sentir por Isaura desde esse momento, não ódio, mas certo afastamento e desprezo, mesclado de compaixão, tal qual sentiria por outra qualquer escrava atrevida e mal comportada.	por outra qualquer escrava atrevida e mal	29	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2784	— O Belchior, senhora; falo sério.	O Belchior , senhora ; falo sério	4	senhora	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2799	Se não fosse por tua causa, e também por satisfazer os votos de minha mãe, eu nunca daria a liberdade a essa escrava, embora nenhum serviço me prestasse, e tivesse de tratá-la como uma princesa, só para quebrar a proa e castigar a audácia e petulância desse impudente rufião.	liberdade a essa escrava , embora nenhum	24	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2811	— Senhor Miguel, — disse-lhe em tom formalizado, — tenho comiseração do senhor e de sua filha, apesar dos incômodos e prejuízos que me têm dado, e venho propor-lhe um meio de acabarmos de uma vez para sempre com as desordens, intrigas e transtornos com que sua filha tem perturbado minha casa e o sossego de minha vida.	tenho comiseração do senhor e de sua	14	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2812	— Estou pronto para qualquer arranjo, senhor Leôncio, — respondeu respeitosamente Miguel, — uma vez que seja justo e honesto.	qualquer arranjo , senhor Leôncio , —	7	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2828	isto da parte do senhor Álvaro é custoso de acreditar!	da parte do senhor Álvaro é custoso	4	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2860	Não achou muito oneroso o preço pelo qual o desumano senhor, livrando-o da miséria, concedia liberdade à sua filha, e aceitou o convênio.	qual o desumano senhor , livrando-o da	10	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2863	Miguel aí tinha sido introduzido por ordem de Leôncio, para dar parte à filha do projeto de seu senhor, e exortá-la a aceitar o partido que lhes propunha.	projeto de seu senhor , e exortá-la	19	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2872	inspiraram-me uma alta estima de mim mesma com o sentimento do pudor e da dignidade da mulher; sou uma escrava, que faz muita moça formosa morder-se de inveja; tenho dotes incomparáveis do corpo e do espírito;	; sou uma escrava , que faz	20	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2893	Tenham-me debaixo do mais rigoroso cativeiro, ponham-me na roça de enxada na mão, descalça e vestida de algodão, castiguem-me, tratem-me enfim como a mais vil das escravas, mas por caridade poupem-me este ignominioso sacrifício!	mais vil das escravas , mas por	30	escravas	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2904	bastava que me quisesse para escrava, aquele anjo de bondade, que em vão empregou seus generosos esforços para arrancar-me deste abismo.	me quisesse para escrava , aquele anjo	5	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2973	— Sim, senhora, — respondeu Miguel por ela — Isaura está resolvida a se conformar com a vontade de V. S.a.	— Sim , senhora , — respondeu	3	senhora	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2976	Não foi para esse fim que sua defunta senhora criou-a com tanto mimo, e deu-lhe tão boa educação.	que sua defunta senhora criou-a com tanto	8	senhora	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2986	— Sem dúvida, minha senhora; já que assim o quer, sujeito-me humildemente ao meu destino.	dúvida , minha senhora ; já que	5	senhora	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2991	Creio que o senhor Miguel também não ficará mal satisfeito com o arranjo que damos a sua filha; sempre é alguma coisa sair do cativeiro e casar-se com um homem branco e livre.	Creio que o senhor Miguel também não	3	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2991	Creio que o senhor Miguel também não ficará mal satisfeito com o arranjo que damos a sua filha; sempre é alguma coisa sair do cativeiro e casar-se com um homem branco e livre.	com um homem branco e livre .	31	branco	branco	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2996	— Agradecida, minha boa senhora, — disse Isaura, e acrescentou em seu coração: — é a corda, que o carrasco vem lançar ao pescoço da vítima.	, minha boa senhora , — disse	5	senhora	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2998	Eis-me aqui, senhora minha, — diz ele, — o que deseja deste seu menor criado?	Eis-me aqui , senhora minha , —	3	senhora	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
2999	— Dar-lhe os parabéns, senhor Belchior, — respondeu Malvina.	os parabéns , senhor Belchior , —	5	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3023	— exclamou ele atracando-se às pernas da pobre escrava, que fraca como estava, quase foi à terra com a força daquela furiosa e entusiástica atracação.	pernas da pobre escrava , que fraca	8	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3080	Entretanto a atrevida escrava receberá o castigo que merece sua inqualificável rebeldia.	Entretanto a atrevida escrava receberá o castigo	3	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3094	O meu rival, esse tal senhor Álvaro, que tanto cobiçou a minha Isaura para sua amizade, que não teve pejo de seduzi-la, acoutá-la e protegê-la pública e escandalosamente no Recife, esse grotesco campeão da liberdade das escravas alheias, que protestou me disputar Isaura a todo o risco, ficará de uma vez para sempre desenganado de sua estulta pretensão.	da liberdade das escravas alheias , que	41	escravas	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3094	O meu rival, esse tal senhor Álvaro, que tanto cobiçou a minha Isaura para sua amizade, que não teve pejo de seduzi-la, acoutá-la e protegê-la pública e escandalosamente no Recife, esse grotesco campeão da liberdade das escravas alheias, que protestou me disputar Isaura a todo o risco, ficará de uma vez para sempre desenganado de sua estulta pretensão.	, esse tal senhor Álvaro , que	6	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3100	Esse Dom Quixote de nova espécie, amparo da liberdade das escravas alheias, quando são bonitas, não achará senão moinhos de vento a combater.	da liberdade das escravas alheias , quando	11	escravas	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3110	— Rosa, diz-lhe ele, — vai já chamar sinhá Malvina e Isaura, e o senhor Miguel e Belchior.	, e o senhor Miguel e Belchior	17	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3126	— Senhor Álvaro, — respondeu Leôncio, — pois creio que é a esse senhor, que tenho a honra de receber em minha casa.	é a esse senhor , que tenho	15	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3127	— É ele mesmo, senhor; um seu criado.	ele mesmo , senhor ; um seu	5	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3146	— Entretanto há de permitir que me felicite a mim e ao senhor por tão oportuna visita.	mim e ao senhor por tão oportuna	12	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3154	Saiba que aquela sua protegida, aquela escrava, por quem fez tantos extremos em Pernambuco, vai ser hoje mesmo libertada e casada com um homem de bem.	protegida , aquela escrava , por quem	7	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3156	mesmo a ponto de presenciar com os seus próprios olhos a realização dos filantrópicos desejos, que tinha a respeito da dita escrava, e eu da minha parte muito folgarei se V. S.a.	respeito da dita escrava , e eu	22	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3162	— Pois declaro-lhe, que o não pode fazer, senhor: — disse Álvaro com firmeza.	pode fazer , senhor : — disse	10	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3165	— bradou Leôncio levantando-se de um salto, — o senhor delira ou está escarnecendo?	, — o senhor delira ou está	10	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3166	— Nem uma, nem outra coisa, — respondeu Álvaro com toda a calma: — repito-lhe; essa escrava não lhe pertence mais.	repito-lhe ; essa escrava não lhe pertence	20	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3168	— Os seus credores, senhor, — replicou Álvaro, sempre com a mesma firmeza e sangue-frio.	seus credores , senhor , — replicou	5	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3169	— Esta fazenda com todos os escravos, esta casa com seus ricos móveis, e sua baixela, nada disto lhe pertence mais;	com todos os escravos , esta casa	6	escravos	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3170	de hoje em diante o senhor não pode dispor aqui nem do mais insignificante objeto.	em diante o senhor não pode dispor	5	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3177	— Seus credores já usaram para com o senhor de todas as condescendências e contemporizações possíveis.	para com o senhor de todas as	8	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3188	Álvaro veio aparecer em casa do senhor de Isaura, a ponto de vir burlar os seus planos atrozes, mesmo no momento em que iam ter final execução.	em casa do senhor de Isaura ,	6	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3196	Quase te fizeste réu de polícia, querendo disputar uma escrava a seu legítimo senhor.	querendo disputar uma escrava a seu legítimo	10	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3204	O espírito de Álvaro firmou-se por fim na íntima e inabalável convicção de que o céu, pondo em contato o seu destino com o daquela encantadora e infeliz escrava, tivera um desígnio providencial, e o escolhera para instrumento da nobre e generosa missão de arrebatá-la à escravidão, e dar-lhe na sociedade o elevado lugar que por sua beleza, virtudes e talentos, lhe competia.	encantadora e infeliz escrava , tivera um	29	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3208	O que queria em primeiro lugar era colocar-se nas vizinhanças de Leôncio, a fim de poder colher informações e investigar se porventura algum recurso haveria para obrigar o senhor de Isaura a manumiti-la.	para obrigar o senhor de Isaura a	29	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3224	Calcula-se aproximadamente em quatrocentos e tantos a quinhentos contos, enquanto que a fazenda de Campos, com escravos e todos os mais acessórios, não excederá talvez a duzentos.	Campos , com escravos e todos os	18	escravos	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3233	Por efeito da má administração, não só as safras começaram a escassear consideravelmente, como também o número de escravos foi-se reduzindo pela morte e pelas freqüentes fugas, sem que tanto o comendador como seu filho deixassem de substituí-los por outros novos, que iam comprando a prazo, tornando cada vez mais pesado o ônus das dívidas.	o número de escravos foi-se reduzindo pela	20	escravos	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3246	Com razão preferiram saldar suas contas por um modo fácil e expedito, em dinheiro contado, recebendo a metade, do que sujeitando-se às despesas, delongas e dificuldades de uma execução em escravos e bens de raiz, quando nenhuma probabilidade havia de que no rateio pudessem obter mais de metade.	uma execução em escravos e bens de	34	escravos	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3252	— Espere ainda, senhor, — disse Álvaro detendo-o pelo braço.	Espere ainda , senhor , — disse	4	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3253	— Agora quanto à escrava de que há pouco se falava, o que pretendia fazer dela?	Agora quanto à escrava de que há	4	escrava	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3262	— É verdade, senhor Álvaro, — atalhou Miguel, ela ia casar-se, por assim dizer, forçada.	É verdade , senhor Álvaro , —	4	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3266	— Sim, senhor, — continuou Miguel, — e se ela não se sujeitasse a esse casamento, teria de passar o resto da vida presa em um quarto escuro, incomunicável, com o pé enfiado em uma grossa corrente, como tem vivido desde que veio do Recife até o dia de hoje...	— Sim , senhor , — continuou	3	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3279	— Deixe-se de blasonar, senhor! — gritou Leôncio agitando-se em gesticulações de furor: — isto não passa de uma infâmia, uma traição, e ladroeira... — Isaura!	de blasonar , senhor ! — gritou	5	senhor	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3281	Isaura, tu és hoje a senhora, e ele o escravo; se não quiser mendigar o pão, há de recorrer à nossa generosidade.	e ele o escravo ; se não	11	escravo	escravo	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
3281	Isaura, tu és hoje a senhora, e ele o escravo; se não quiser mendigar o pão, há de recorrer à nossa generosidade.	és hoje a senhora , e ele	6	senhora	senhor	A Escrava Isaura	Bernardo Guimarães	1875	Romantismo	7
16	Explorador das trevas protetoras dos vícios e do crime, o vendelhão baixo, ignóbil, sem consciência, paga com abuso duplo e escandaloso a garrafas de aguardente, a rolos de fumo, e a chorados vinténs o café, o açúcar e os cereais que os escravos furtam aos senhores; e cúmplice no furto efetuado pelos escravos, é ladrão por sua vez, roubando a estes nas medidas e no preço dos gêneros.	cereais que os escravos furtam aos senhores	49	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
16	Explorador das trevas protetoras dos vícios e do crime, o vendelhão baixo, ignóbil, sem consciência, paga com abuso duplo e escandaloso a garrafas de aguardente, a rolos de fumo, e a chorados vinténs o café, o açúcar e os cereais que os escravos furtam aos senhores; e cúmplice no furto efetuado pelos escravos, é ladrão por sua vez, roubando a estes nas medidas e no preço dos gêneros.	furto efetuado pelos escravos , é ladrão	60	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
18	vêm os quilombolas escravos fugidos e acoitados nas florestas, trazer o tributo de suas depredações nas roças vizinhas ou distantes ao vendelhão que apura nelas segunda colheita do que não semeou e que tem sempre de reserva para os quilombolas recursos de alimentação de que eles não podem prescindir, e também não raras vezes a pólvora e o chumbo para a resistência nos casos de ataque aos quilombos.	vêm os quilombolas escravos fugidos e acoitados	3	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
20	Desprezível e nociva durante o dia, a venda é esquálida, medonha, criminosa e atroz durante a noite: os escravos, que aí então se reúnem, embebedam-se, espancam-se, tornando-se muitos incapazes de trabalhar na manhã seguinte; misturam as rixas e as pancadas com a conversação mais indecente sob o caráter e a vida de seus senhores, cuja reputação é ultrajada ao som de gargalhadas selvagens: inspirados pelo ódio, pelo horror, pelos sofrimentos inseparáveis da escravidão, se expandem em calúnias terríveis que às vezes chegam até a honra das esposas e das filhas dos senhores; atiçam a raiva que todos eles têm dos feitores, contando histórias lúgubres de castigos exagerados e de cruelíssimas vinganças, a cuja idéia se habituam; em sua credulidade estúpida e ilimitada esses desgraçados escutam boquiabertos a relação dos prodígios do feitiço, e se emprazam para as reuniões noturnas dos feiticeiros;	noite : os escravos , que aí	22	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
22	Aos domingos e nos dias santificados, a venda tem centuplicadas as suas glórias nefandas, aproveita a luz e as trevas, o dia e a noite, e por isso mesmo cada lavrador conta de menos na roça e demais na enfermaria alguns escravos na manhã do dia que se segue.	na enfermaria alguns escravos na manhã do	45	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
